organization_formal_name,monitoring_location_identifier,activity_start_date,activity_start_time_time,activity_start_time_time_zone_code,characteristic_name,result_measure_value,result_measure_measure_unit_code,result_status_identifier,result_analytical_method_method_name,detection_quantitation_limit_type_name,detection_quantitation_limit_measure_measure_value,detection_quantitation_limit_measure_measure_unit_code
USGS California Water Science Center,USGS-11447650,2012-10-18,12:20:00,PDT,UV 254,0.04,units/cm,Accepted,"UV Absorb, 254 nm, Supor (NWQL)",Long Term Method Detection Level,0.005,units/cm
USGS California Water Science Center,USGS-11336600,2013-09-25,10:15:00,PDT,Suspended Sediment Concentration (SSC),3,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2017-09-14,07:10:00,PDT,Suspended Sediment Concentration (SSC),74,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2016-10-14,13:59:00,PDT,Suspended Sediment Concentration (SSC),24,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2012-03-15,12:35:00,PDT,Nitrite,0.005,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",Long Term Method Detection Level,0.001,mg/l as N
USGS California Water Science Center,USGS-11447650,2017-09-12,12:30:00,PDT,Suspended Sediment Concentration (SSC),22,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2012-08-08,11:55:00,PDT,UV 254,3.1,L/mgDOC*m,Accepted,Computation by NWIS algorithm,NA,NA,NA
USGS California Water Science Center,USGS-11303500,2017-09-01,17:50:00,PDT,Suspended Sediment Concentration (SSC),42,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2015-07-28,12:15:00,PDT,Suspended Sediment Concentration (SSC),5,mg/l,Accepted,Sediment conc by filtration,NA,NA,NA
USGS California Water Science Center,USGS-11447650,2016-05-26,11:30:00,PDT,Orthophosphate,0.01,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2016-04-20,11:30:00,PDT,Ammonia and ammonium,NA,NA,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2014-03-25,10:00:00,PDT,UV 254,0.06,units/cm,Accepted,"UV Absorb, 254 nm, GFF (NWQL)",Long Term Method Detection Level,0.005,units/cm
USGS California Water Science Center,USGS-11303500,2015-09-02,10:00:00,PDT,Ammonia and ammonium,0.01,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455315,2013-06-06,11:30:00,PDT,Inorganic nitrogen (nitrate and nitrite),0.38,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",Estimated Detection Level,0.04,mg/l as N
USGS California Water Science Center,USGS-11303500,2016-10-14,13:48:00,PDT,Suspended Sediment Concentration (SSC),22,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2014-04-15,12:00:00,PDT,Nitrite,0.001,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",Long Term Method Detection Level,0.001,mg/l as N
USGS California Water Science Center,USGS-11447650,2012-06-12,11:05:00,PDT,Organic carbon,1.75,mg/l,Accepted,"DOC, 0.7um GFF,acid,persulfateIR",Long Term Method Detection Level,0.23,mg/l
USGS California Water Science Center,USGS-11303500,2016-03-29,11:30:00,PDT,Organic carbon,7.1,mg/l,Accepted,"DOC, 0.7um GFF,acid,persulfateIR",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2014-10-15,09:40:00,PDT,Inorganic nitrogen (nitrate and nitrite),0.86,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-10-12,09:59:00,PDT,Suspended Sediment Concentration (SSC),6,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2017-06-01,08:41:00,PDT,Suspended Sediment Concentration (SSC),43,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2012-08-08,11:55:00,PDT,Inorganic nitrogen (nitrate and nitrite),1.57,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",Estimated Detection Level,0.04,mg/l as N
USGS California Water Science Center,USGS-11447650,2011-04-20,11:15:00,PDT,UV 254,2.2,L/mgDOC*m,Accepted,Computation by NWIS algorithm,NA,NA,NA
USGS California Water Science Center,USGS-11303500,2018-07-16,17:40:00,PDT,Suspended Sediment Concentration (SSC),121,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2011-04-19,12:25:00,PDT,Orthophosphate,0.07,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",Long Term Method Detection Level,0.004,mg/l as P
USGS California Water Science Center,USGS-11303500,2018-06-14,14:53:00,PDT,Suspended Sediment Concentration (SSC),91,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-06-14,09:30:00,PDT,UV 254,0.038,units/cm,Accepted,"UV Absorb, 254 nm, GFF (NWQL)",Long Term Method Detection Level,0.005,units/cm
USGS California Water Science Center,USGS-11447650,2018-06-14,09:30:00,PDT,Pheophytin a,2.2,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11447650,2014-04-02,12:17:00,PDT,Suspended Sediment Concentration (SSC),87,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2016-05-24,14:08:00,PDT,Suspended Sediment Concentration (SSC),21,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2013-04-23,12:40:00,PDT,Ammonia and ammonium,NA,NA,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",Long Term Method Detection Level,0.01,mg/l as N
USGS California Water Science Center,USGS-11447650,2018-07-12,10:00:00,PDT,Suspended Sediment Concentration (SSC),18,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2018-03-29,17:00:00,PDT,Suspended Sediment Concentration (SSC),151,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2016-05-12,11:30:00,PDT,Ammonia and ammonium,0.01,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2012-09-18,10:30:00,PDT,Organic carbon,2,mg/l,Accepted,"DOC, CO2 formation & detection",Method Detection Limit (MDL),0.3,mg/l
USGS California Water Science Center,USGS-11447650,2013-08-02,11:48:00,PDT,Suspended Sediment Concentration (SSC),37,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2016-03-16,12:55:00,PDT,Suspended Sediment Concentration (SSC),68,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2012-03-15,12:35:00,PDT,Organic carbon,1.97,mg/l,Accepted,"DOC, 0.7um GFF,acid,persulfateIR",Long Term Method Detection Level,0.23,mg/l
USGS California Water Science Center,USGS-11303500,2019-05-07,16:50:00,PDT,Suspended Sediment Concentration (SSC),52,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2012-10-18,12:20:00,PDT,Nitrite,0.002,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",Long Term Method Detection Level,0.001,mg/l as N
USGS California Water Science Center,USGS-11303500,2013-10-24,11:30:00,PDT,UV 254,0.07,units/cm,Accepted,"UV Absorb, 254 nm, Supor (NWQL)",Long Term Method Detection Level,0.005,units/cm
USGS California Water Science Center,USGS-11303500,2011-03-30,13:10:00,PDT,Inorganic nitrogen (nitrate and nitrite),0.32,mg/l as N,Accepted,"Nutrients, wf, Cd reduct, color",Long Term Method Detection Level,0.02,mg/l as N
USGS California Water Science Center,USGS-11447650,2013-05-30,11:00:00,PDT,Nitrite,0.003,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",Long Term Method Detection Level,0.001,mg/l as N
USGS California Water Science Center,USGS-11303500,2012-05-30,12:00:00,PDT,Organic carbon,2.2,mg/l,Accepted,"DOC, CO2 formation & detection",Method Detection Limit (MDL),0.3,mg/l
USGS California Water Science Center,USGS-11303500,2016-10-14,13:43:00,PDT,Suspended Sediment Concentration (SSC),23,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2015-05-15,10:00:00,PDT,Ammonia and ammonium,NA,NA,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2014-10-15,09:40:00,PDT,Suspended Sediment Concentration (SSC),9,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2017-03-30,07:00:00,PDT,Suspended Sediment Concentration (SSC),29,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2012-03-13,10:50:00,PDT,Orthophosphate,0.06,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",Long Term Method Detection Level,0.004,mg/l as P
USGS California Water Science Center,USGS-11447650,2016-08-10,11:00:00,PDT,Organic carbon,1.65,mg/l,Accepted,"DOC, 0.7um GFF,acid,persulfateIR",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2013-03-21,12:00:00,PDT,Organic carbon,4.18,mg/l,Accepted,"DOC,0.45um cap,acid,persulfateIR",Long Term Method Detection Level,0.23,mg/l
USGS California Water Science Center,USGS-11447650,2014-10-16,10:40:00,PDT,Organic carbon,1.16,mg/l,Accepted,"DOC, 0.7um GFF,acid,persulfateIR",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2013-04-11,11:03:00,PDT,Organic carbon,1.9,mg/l,Accepted,"DOC, CO2 formation & detection",Laboratory Reporting Level,0.3,mg/l
USGS California Water Science Center,USGS-11447650,2014-09-04,11:00:00,PDT,Suspended Sediment Concentration (SSC),22,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2013-03-12,11:30:00,PDT,Inorganic nitrogen (nitrate and nitrite),0.21,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",Long Term Method Detection Level,0.04,mg/l as N
USGS California Water Science Center,USGS-11447650,2011-09-29,13:24:00,PDT,Suspended Sediment Concentration (SSC),14,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-10-17,11:30:00,PDT,Nitrite,NA,NA,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2015-10-29,10:30:00,PDT,UV 254,0.03,units/cm,Accepted,"UV Absorb, 254 nm, GFF (NWQL)",Long Term Method Detection Level,0.005,units/cm
USGS California Water Science Center,USGS-11303500,2012-09-20,10:10:00,PDT,Orthophosphate,0.1,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",Long Term Method Detection Level,0.004,mg/l as P
USGS California Water Science Center,USGS-11447650,2015-06-16,13:00:00,PDT,Inorganic nitrogen (nitrate and nitrite),NA,NA,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2010-10-25,12:15:00,PDT,Inorganic nitrogen (nitrate and nitrite),1.51,mg/l as N,Accepted,"Nutrients, wf, Cd reduct, color",Long Term Method Detection Level,0.02,mg/l as N
USGS California Water Science Center,USGS-11303500,2014-06-04,11:00:00,PDT,Ammonia and ammonium,0.01,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",Long Term Method Detection Level,0.01,mg/l as N
USGS California Water Science Center,USGS-11447650,2017-11-01,08:55:00,PDT,Suspended Sediment Concentration (SSC),8,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2017-07-24,16:15:00,PDT,Suspended Sediment Concentration (SSC),38,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2012-04-10,13:36:00,PDT,Suspended Sediment Concentration (SSC),44,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2014-04-15,12:00:00,PDT,Ammonia and ammonium,0.01,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",Long Term Method Detection Level,0.01,mg/l as N
USGS California Water Science Center,USGS-11447650,2018-11-02,13:15:00,PDT,Suspended Sediment Concentration (SSC),5,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2019-05-25,17:45:00,PDT,Suspended Sediment Concentration (SSC),53,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2015-05-19,10:30:00,PDT,Inorganic nitrogen (nitrate and nitrite),0.09,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2014-04-02,12:39:00,PDT,Suspended Sediment Concentration (SSC),90,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2017-07-19,10:30:00,PDT,UV 254,0.068,units/cm,Accepted,"UV Absorb, 254 nm, GFF (NWQL)",Long Term Method Detection Level,0.005,units/cm
USGS California Water Science Center,USGS-11447650,2019-08-28,08:17:00,PDT,Suspended Sediment Concentration (SSC),17,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2011-07-06,13:38:00,PDT,Suspended Sediment Concentration (SSC),36,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2018-10-12,08:55:00,PDT,Suspended Sediment Concentration (SSC),43,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2016-07-28,10:00:00,PDT,Suspended Sediment Concentration (SSC),23,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2012-06-21,12:18:00,PDT,Suspended Sediment Concentration (SSC),19,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2012-04-03,11:00:00,PDT,Ammonia and ammonium,NA,NA,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",Long Term Method Detection Level,0.01,mg/l as N
USGS California Water Science Center,USGS-11447650,2012-04-18,10:55:00,PDT,Ammonia and ammonium,0.01,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",Long Term Method Detection Level,0.01,mg/l as N
USGS California Water Science Center,USGS-11455478,2013-06-06,10:45:00,PDT,Inorganic nitrogen (nitrate and nitrite),0.37,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",Long Term Method Detection Level,0.04,mg/l as N
USGS California Water Science Center,USGS-11447650,2015-09-02,11:49:00,PDT,Suspended Sediment Concentration (SSC),5,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2014-06-10,13:17:00,PDT,Suspended Sediment Concentration (SSC),18,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2016-03-29,11:30:00,PDT,Orthophosphate,0.18,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2015-05-19,10:30:00,PDT,Nitrite,0.001,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2018-08-30,17:30:00,PDT,Suspended Sediment Concentration (SSC),66,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2019-09-15,10:51:00,PDT,Suspended Sediment Concentration (SSC),22,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2012-05-16,11:05:00,PDT,Organic carbon,2.07,mg/l,Accepted,"DOC, 0.7um GFF,acid,persulfateIR",Long Term Method Detection Level,0.23,mg/l
USGS California Water Science Center,USGS-11447650,2013-10-30,14:49:00,PDT,Suspended Sediment Concentration (SSC),2,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2019-03-12,13:33:00,PDT,Suspended Sediment Concentration (SSC),55,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2014-06-03,12:00:00,PDT,Organic carbon,1.58,mg/l,Accepted,"DOC, 0.7um GFF,acid,persulfateIR",Long Term Method Detection Level,0.23,mg/l
USGS California Water Science Center,USGS-11447650,2015-06-16,13:00:00,PDT,Nitrite,NA,NA,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2013-08-29,13:25:00,PDT,Suspended Sediment Concentration (SSC),28,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2011-08-02,12:20:00,PDT,Orthophosphate,0.05,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",Long Term Method Detection Level,0.004,mg/l as P
USGS California Water Science Center,USGS-11303500,2014-06-20,10:30:00,PDT,Ammonia and ammonium,NA,NA,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",Long Term Method Detection Level,0.01,mg/l as N
USGS California Water Science Center,USGS-11455478,2013-06-06,10:45:00,PDT,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.64,mg/l,Accepted,"Nutrients, wf, FCA,persulfate,CF",Long Term Method Detection Level,0.05,mg/l
USGS California Water Science Center,USGS-11447650,2011-05-03,12:50:00,PDT,Suspended Sediment Concentration (SSC),129,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2014-10-16,10:40:00,PDT,Orthophosphate,0.02,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2014-08-13,12:00:00,PDT,Suspended Sediment Concentration (SSC),9,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2011-04-20,11:15:00,PDT,UV 254,0.04,units/cm,Accepted,"UV Absorb, 254 nm, GFF (NWQL)",Long Term Method Detection Level,0.005,units/cm
USGS California Water Science Center,USGS-11447650,2018-06-14,09:30:00,PDT,Inorganic nitrogen (nitrate and nitrite),0.05,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2019-06-17,08:55:00,PDT,Suspended Sediment Concentration (SSC),57,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
